proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
,5.563189,-31.450799,598.8024,9.01,0.124,0.998,4747.545241,58.289836,507.494903,-312.434846,Col,77.6962396,,,
,8.520084,-60.222068,598.8024,10.99,2.104,1,4742.738178,-182.277306,234.9792,-519.734618,Car,12.54295892,,11.063,10.933
,9.830332,-53.079259,598.8024,8.59,-0.296,1.047,4632.653903,-303.221263,193.508539,-478.722911,Vel,114.393145,,,
,15.36564,21.480633,598.8024,8.31,-0.576,1.047,4632.653903,-354.544907,-429.862027,219.273482,Ser,148.0471325,,,
,6.046574,-29.996949,598.8024,7.95,-0.936,1.054,4616.717084,-6.323113,518.555485,-299.373581,Col,206.2528698,,,
,9.448147,-54.351733,598.8024,6.86,-2.026,1.063,4596.395737,-273.960229,216.188553,-486.592865,Vel,562.8594993,,,
,14.813596,-13.119466,598.8024,7.66,-1.226,1.064,4594.149429,-431.990284,-391.759041,-135.917484,Lib,269.4014941,,,
,3.56492,-33.437245,598.8024,8.93,0.044,1.066,4589.663739,297.41328,401.546955,-329.954085,For,83.63729916,,,
,3.299372,-22.481156,598.8024,9.07,0.184,1.078,4562.942003,359.406506,420.671025,-228.969793,Eri,73.51906921,,,
,7.147437,23.271551,598.8024,8.96,0.074,1.094,4527.818004,-162.770653,525.451898,236.580497,Gem,81.35795056,,,
,20.913503,-73.068169,598.8024,8.44,-0.446,1.096,4523.467444,120.489676,-126.073843,-572.845475,Pav,131.3409037,,,
,10.396276,49.59108,598.8024,8.62,-0.266,1.099,4516.958062,-354.453908,158.227207,455.950537,UMa,111.2756142,,,
,11.067475,-54.197764,598.8024,6.54,-2.346,1.11,4493.257892,-339.90571,84.671724,-485.653294,Vel,755.7880137,,,
,8.632201,-44.485799,598.8024,8.57,-0.316,1.127,4457.139998,-271.634933,329.718646,-419.600277,Vel,116.5198723,,,
,13.301971,42.01474,598.8024,9.25,0.364,1.13,4450.829467,-419.298671,-148.725005,400.791481,CVn,62.28737089,,9.302,9.202
,12.351846,71.439638,598.8024,9.76,0.874,1.138,4434.092769,-189.792927,-17.531644,567.657996,Dra,38.94036339,,,
,12.05424,-36.533903,598.8024,9.14,0.254,1.143,4423.69928,-481.092067,-6.83195,-356.466074,Cen,68.92868607,,,
,15.280624,57.855522,598.8024,8.72,-0.166,1.167,4374.514009,-208.137883,-241.21009,507.011468,Dra,101.4845663,,,
,11.133823,-69.522744,598.8024,9.08,0.194,1.189,4330.424364,-204.119356,47.097196,-560.964755,Car,72.84504233,,,
,13.153383,-43.977997,598.8024,8.45,-0.436,1.201,4306.765816,-411.406763,-128.144839,-415.797654,Cen,130.136763,,,
,5.737621,-49.173481,598.8024,7.96,-0.926,1.218,4273.709406,26.869835,390.556369,-453.109312,Pic,204.3619321,,,
,4.098498,-35.069618,598.8024,8.12,-0.766,1.245,4222.286189,234.021242,430.609731,-344.054693,Eri,176.3599634,,,
,16.606799,-65.827625,598.8024,8.56,-0.326,1.251,4211.034167,-87.464372,-229.069408,-546.298,TrA,117.5980174,,,
,0.287725,24.661304,598.8024,8.53,-0.356,1.259,4196.128713,542.642597,40.952834,249.852339,And,120.8926785,,,
,15.079711,-83.038311,598.8024,5.65,-3.236,1.273,4170.308016,-50.23862,-52.380122,-594.387494,Oct,1715.536648,,,
,7.270434,-7.880625,598.8024,7.92,-0.966,1.274,4168.47639,-193.662835,560.641022,-82.101555,Mon,212.0313117,,,
,19.555039,-31.632445,598.8024,10.1,1.214,1.29,4139.397456,201.873339,-468.169117,-314.052778,Sgr,28.4708216,,,
,13.917885,11.144672,598.8024,8.71,-0.176,1.328,4072.004497,-514.995864,-282.750174,115.740716,Boo,102.4235914,,,
,23.179494,46.302961,598.8024,9.99,1.104,1.37,4000.132099,404.171918,-88.179835,432.935522,And,31.50648833,,10.042,9.922
,4.204838,-12.928079,598.8024,9.16,0.274,1.38,3983.407818,264.300738,520.347779,-133.968739,Eri,67.67059577,,,
,21.954974,50.489479,598.8024,7.29,-1.596,1.433,3897.146594,327.661345,-194.360774,461.980588,Cyg,378.7913038,,,
,2.302382,-14.133659,598.8024,7.69,-1.196,1.436,3892.380038,478.345175,329.196999,-146.218467,Cet,262.0595555,AS,8.002,7.462
,21.172382,-53.703973,598.8024,9.76,0.874,1.437,3890.793883,261.697373,-239.082069,-482.616373,Ind,38.94036339,,9.812,9.702
,13.448922,-41.497562,598.8024,5.69,-3.196,1.477,3828.432263,-416.611694,-166.074834,-396.75925,Cen,1653.484012,,,
,20.125002,-38.53031,598.8024,9.36,0.474,1.491,3807.093912,247.363218,-397.79198,-373.011118,Sgr,56.28594993,V2235,9.459,9.169
,21.806383,-59.546606,598.8024,8.56,-0.326,1.503,3788.999729,254.808603,-164.869759,-516.192651,Ind,117.5980174,,,
,10.786328,-51.972285,598.8024,8.04,-0.846,1.507,3783.007994,-350.422848,115.247628,-471.684351,Vel,189.8453657,,,
,19.169776,-59.548396,598.8024,8.25,-0.636,1.51,3778.527101,91.493603,-289.358936,-516.202131,Pav,156.4588018,,,
,6.714617,-58.48384,598.8024,7.95,-0.936,1.52,3763.670129,-58.220277,307.555334,-510.474711,Pic,206.2528698,,,
,12.410051,18.668357,598.8024,8.2,-0.686,1.52,3763.670129,-564.031951,-60.783092,191.670533,Com,163.832478,,,
,22.54354,-5.173063,598.8024,8.3,-0.586,1.522,3760.71329,553.533493,-221.923405,-53.990635,Aqr,149.4169957,,,
,3.634791,-57.285319,598.8024,7.43,-1.456,1.532,3746.00119,187.830142,263.540935,-503.815767,Ret,332.9660852,,,
,17.021658,73.312499,598.8024,7.66,-1.226,1.561,3704.004116,-43.560828,-166.337716,573.583887,Dra,269.4014941,,,
,11.432945,-49.028515,598.8024,8.79,-0.096,1.564,3699.715308,-388.306194,58.073263,-452.117363,Cen,95.14807364,,,
,1.579538,-49.804876,598.8024,8.21,-0.676,1.565,3698.287996,353.888146,155.295176,-457.395783,Phe,162.3304528,,,
,4.44087,-0.511197,598.8024,7.17,-1.716,1.567,3695.436797,237.678418,549.58591,-5.342491,Eri,423.0580858,,,
,21.928565,-23.053041,598.8024,7.89,-0.996,1.567,3695.436797,471.930581,-284.366919,-234.480907,Cap,217.9716441,,,
,9.064755,-52.898588,598.8024,7.82,-1.066,1.574,3685.493429,-259.710013,251.050553,-477.586269,Vel,232.4877102,,,
,20.612933,-1.48449,598.8024,8.92,0.034,1.574,3685.493429,378.285037,-463.922514,-15.512775,Aql,84.41118556,,,
,19.118826,17.893046,598.8024,9.37,0.484,1.592,3660.177869,164.534016,-545.568913,183.97672,Sge,55.76991724,,,
,9.656065,-2.670649,598.8024,8.16,-0.726,1.593,3658.782022,-489.02335,344.444494,-27.901045,Hya,169.9808513,,,
,5.283851,84.211577,598.8024,8.47,-0.416,1.598,3651.819319,11.25622,59.334115,595.749171,Cep,127.7614994,,,
,12.598082,45.780973,598.8024,7.28,-1.606,1.603,3644.884046,-412.497979,-65.12093,429.149124,CVn,382.2962166,,,
,21.939062,-4.756378,598.8024,7.54,-1.346,1.605,3642.117579,511.966631,-306.576489,-49.652185,Aqr,300.8846277,,,
,14.073266,-29.899628,598.8024,7.92,-0.966,1.61,3635.220427,-444.494508,-268.12553,-298.492289,Hya,212.0313117,,8.093,7.823
,21.95672,66.139082,598.8024,6.55,-2.336,1.614,3629.722175,208.38846,-123.48213,547.622904,Cep,748.8589075,,,
,12.870071,17.073943,598.8024,6.32,-2.566,1.622,3618.777239,-557.625298,-129.261593,175.811749,Com,925.5502448,,,
,20.083971,52.289099,598.8024,8.49,-0.396,1.651,3579.668806,190.065378,-313.100286,473.716874,Cyg,125.4295892,,8.581,8.391
,20.557761,22.836384,598.8024,8.64,-0.246,1.667,3558.464214,342.536967,-432.694986,232.39576,Vul,109.2446053,,,
,6.430111,73.43503,598.8024,7.67,-1.216,1.668,3557.147562,-19.182831,169.638848,573.950341,Cam,266.9316064,,,
,18.121059,-59.609055,598.8024,8.41,-0.476,1.709,3504.019793,9.599235,-302.780478,-516.523137,Pav,135.0205896,,,
,17.411963,-36.459502,598.8024,8.17,-0.716,1.76,3440.181224,-73.849135,-475.907351,-355.840993,Sco,168.4224575,,,
,18.350634,-15.230683,598.8024,6.94,-1.946,1.76,3440.181224,52.962448,-575.337458,-157.308939,Ser,522.8775553,,,
,18.783891,3.751034,598.8024,8.56,-0.326,1.8,3391.769011,121.765309,-584.981107,39.174336,Ser,117.5980174,,,
,17.977646,-0.581884,598.8024,8.46,-0.426,1.82,3368.086761,-3.504173,-598.761266,-6.081213,Ser,128.943662,,,
,17.93539,-1.41002,598.8024,7.85,-1.036,1.943,3229.621849,-10.125181,-598.535448,-14.73474,Oph,226.1517746,V2389,7.947,7.777
,7.618259,16.904252,602.4096,6.94,-1.959,-0.214,13931.92158,-236.949476,525.423436,175.164599,Gem,529.1758304,BN,6.977,6.917
,7.85565,-43.095232,602.4096,6.34,-2.559,-0.173,12967.15701,-205.39526,388.994825,-411.574162,Pup,919.6021967,,,
,6.160514,-59.522111,602.4096,7.98,-0.919,-0.161,12712.38779,-12.835954,305.275917,-519.171628,Pic,203.0486003,,,
,7.416403,-24.426336,602.4096,8.03,-0.869,-0.147,12428.97973,-198.75839,511.210845,-249.110219,CMa,193.9099079,,,
,6.713567,-50.451788,602.4096,7.02,-1.879,-0.14,12292.51942,-71.239241,376.89719,-464.511605,Pup,491.5865592,,,
,18.245038,-33.140894,602.4096,8.44,-0.459,-0.097,11522.61217,32.33645,-503.37708,-329.337019,Sgr,132.9229588,V4386,8.58,8.4
,7.888819,-3.041984,602.4096,9.3,0.401,-0.096,11505.98524,-285.491261,529.499841,-31.968489,Mon,60.20048637,TU,9.42,9.23
,3.885658,-6.633744,602.4096,6.56,-2.339,-0.088,11374.87936,314.564507,509.022516,-69.591708,Eri,750.9309425,,,
,8.37102,-9.123049,602.4096,8.51,-0.389,-0.05,10795.07392,-345.947457,483.83316,-95.515215,Hya,124.623516,,,
,11.968323,-59.592744,602.4096,7.45,-1.449,-0.045,10723.64805,-304.894913,2.52872,-519.547903,Cru,330.8262789,,,
,21.58242,42.644044,602.4096,9.59,0.691,-0.034,10570.16549,357.287757,-262.105607,408.097336,Cyg,46.0892881,,9.636,9.526
,12.813086,-43.7154,602.4096,8.82,-0.079,-0.031,10529.15358,-425.583075,-91.985438,-416.311244,Cen,93.6698878,,,
,13.336936,-53.47343,602.4096,8.57,-0.329,-0.024,10434.82636,-336.812388,-122.949506,-484.08487,Cen,117.9234021,,,
,19.02293,20.832841,602.4096,6.78,-2.119,0.004,10075.61478,148.983755,-542.955969,214.24256,Sge,613.1969697,,,
,22.461701,20.626555,602.4096,9.52,0.621,0.007,10038.75206,518.687344,-220.965916,212.21411,Peg,49.15865592,,9.553,9.453
,13.928929,-73.681294,602.4096,9.1,0.201,0.013,9965.920373,-148.13717,-81.890444,-578.140692,Aps,72.37690371,,,
,15.074954,-57.698441,602.4096,7.37,-1.529,0.017,9918.015878,-223.116585,-232.049273,-509.185086,Cir,356.1229809,,,
,19.877146,15.933126,602.4096,8.66,-0.239,0.017,9918.015878,273.351398,-510.714114,165.370595,Aql,108.5425449,,,
,21.73911,35.255077,602.4096,8.59,-0.309,0.022,9858.85118,408.237353,-274.462058,347.721394,Cyg,115.7710574,,,
,15.99701,39.820323,602.4096,9.08,0.181,0.027,9800.466542,-231.655753,-400.515437,385.772372,Her,73.72249081,,,
,16.797048,-45.390311,602.4096,7.22,-1.679,0.029,9777.327489,-131.042493,-402.249312,-428.859836,Sco,408.8838903,,,
,0.896803,53.257642,602.4096,8.51,-0.389,0.033,9731.412063,350.485275,83.833903,482.731058,Cas,124.623516,,,
,22.944602,34.343031,602.4096,8.06,-0.839,0.036,9697.288941,478.528633,-135.689288,339.847158,Peg,188.6253245,,,
,19.498693,49.508814,602.4096,8.05,-0.849,0.064,9391.166778,149.568095,-361.438911,458.136032,Cyg,190.3706532,,,
,5.411352,-10.991278,602.4096,8.71,-0.189,0.073,9297.266383,90.772614,584.350882,-114.855149,Lep,103.6573257,,,
,10.963159,-71.107412,602.4096,7.99,-0.909,0.083,9195.343798,-187.915096,52.299526,-569.956141,Car,201.1870395,,,
,22.915743,50.993691,602.4096,8.91,0.011,0.085,9175.255709,363.986973,-106.188198,468.118443,Lac,86.21840811,,,
,5.471123,12.252126,602.4096,9.1,0.201,0.094,9086.049774,81.249479,583.054763,127.839711,Ori,72.37690371,,,
,18.782724,-22.29319,602.4096,8.67,-0.229,0.109,8941.563373,113.419259,-545.720799,-228.521786,Sgr,107.5474209,,,
,15.861256,-71.15965,602.4096,8.7,-0.199,0.112,8913.27378,-103.322887,-164.830898,-570.133741,Aps,104.6164551,,,
,19.71239,32.426741,602.4096,5.93,-2.969,0.118,8857.284521,220.394085,-458.234495,323.024527,Cyg,1341.528798,,,
,12.004045,-67.063018,602.4096,9.42,0.521,0.144,8623.378606,-234.770012,-0.24843,-554.779512,Mus,53.90139436,,,
,17.155971,-33.499556,602.4096,8.66,-0.239,0.164,8452.510597,-110.099932,-490.12947,-332.488246,Sco,108.5425449,,,
,19.591121,-69.094873,602.4096,9.17,0.271,0.177,8345.388959,86.972604,-196.571753,-562.754509,Pav,67.8578351,,,
,12.476341,-56.313098,602.4096,8.94,0.041,0.221,8003.964554,-331.534334,-41.559534,-501.253546,Cru,83.86871712,,,
,7.793166,-30.548628,602.4096,7.87,-1.029,0.256,7753.469133,-234.700103,462.669511,-306.186399,Pup,224.6984104,,,
,9.583521,-48.8895,602.4096,7.57,-1.329,0.281,7584.791153,-319.43796,234.197634,-453.881243,Vel,296.2101936,,,
,18.007455,-12.988121,602.4096,7.45,-1.449,0.293,7506.642848,1.145725,-586.996847,-135.390973,Ser,330.8262789,,,
,23.055592,63.550548,602.4096,8.6,-0.299,0.306,7423.943766,260.158542,-65.666574,539.353803,Cep,114.709662,,,
,21.381859,55.65038,602.4096,8.79,-0.109,0.329,7282.399213,263.136368,-215.160919,497.355363,Cep,96.2941713,,,
,17.94516,29.49153,602.4096,9.86,0.961,0.358,7112.093997,-7.527902,-524.300434,296.563166,Her,35.94181463,,9.926,9.626
,22.751351,48.048817,602.4096,9.05,0.151,0.373,7027.360321,381.38313,-129.311833,448.020852,Lac,75.78792209,,,
,23.880082,38.68633,602.4096,10.03,1.131,0.385,6961.137609,469.996904,-14.760206,376.540001,And,30.73264929,,,
,12.241942,4.279705,602.4096,9.76,0.861,0.402,6869.609713,-599.5252,-38.02496,44.955115,Vir,39.40941607,,,
,1.673489,-45.035639,602.4096,8.62,-0.279,0.403,6864.307033,385.495827,180.598731,-426.23279,Phe,112.6159747,,,
,22.825482,45.342585,602.4096,10.57,1.671,0.405,6853.728301,403.553915,-128.152644,428.50725,Lac,18.68959972,,10.635,10.485
,17.877982,19.659679,602.4096,9.8,0.901,0.432,6714.300869,-18.118744,-567.00424,202.670248,Her,37.98393902,,9.856,9.736
,21.904496,-11.364168,602.4096,8.88,-0.019,0.477,6495.075375,503.931402,-307.994249,-118.701348,Cap,88.63392873,,,
,5.855013,53.436574,602.4096,8.95,0.051,0.542,6204.338618,13.618434,358.604308,483.854125,Aur,83.0998041,,,
,8.946284,42.473051,602.4096,10.23,1.331,0.6,5967.54345,-309.742457,318.579033,406.773076,Lyn,25.56230427,,10.289,10.179
,18.639805,63.537175,602.4096,9.83,0.931,0.664,5727.747329,44.75426,-264.687051,539.291338,Dra,36.94877123,,,
,22.430013,-20.237005,602.4096,6.73,-2.169,0.664,5727.747329,518.147071,-225.832594,-208.376051,Aqr,642.0960526,KV,6.769,6.699
,7.962687,-40.123359,602.4096,7.36,-1.539,0.69,5636.113022,-226.411137,401.154939,-388.214215,Pup,359.4181463,AP,7.689,7.069
,7.557635,11.011712,602.4096,6.8,-2.099,0.7,5601.697844,-234.504744,542.830227,115.066048,CMi,602.0048637,BP,6.895,6.755
,12.36094,21.302774,602.4096,8.35,-0.549,0.719,5537.530484,-558.745284,-52.955725,218.853205,Com,144.4109084,,,
,21.710265,13.409553,602.4096,10.38,1.481,0.728,5507.679858,483.816775,-330.607326,139.704867,Peg,22.2638363,,10.467,10.287
,6.522168,-27.100589,602.4096,9.28,0.381,0.735,5484.699041,-73.081675,531.266878,-274.430134,CMa,61.31969697,,9.343,9.233
,2.23967,-69.487048,602.4096,9.33,0.431,0.809,5253.686657,175.83575,116.804286,-564.212614,Hyi,58.55985598,,,
,5.023108,39.960393,602.4096,7.51,-1.389,0.888,5028.80409,116.806761,446.721325,386.9022,Aur,313.040119,RX,7.939,7.299
,1.812684,-43.235639,602.4096,9.23,0.331,0.91,4969.761181,390.38219,200.545192,-412.650819,Phe,64.20960526,,,
,13.916452,3.897964,602.4096,9.31,0.411,0.934,4907.00141,-526.94306,-289.052411,40.951704,Vir,59.64856499,,,
,15.688236,-47.767272,602.4096,9.37,0.471,0.937,4899.274112,-230.367798,-332.985539,-446.036584,Lup,56.44168882,,,
,12.881159,2.11698,602.4096,8.74,-0.159,0.941,4889.010996,-586.051255,-137.644684,22.252925,Vir,100.8323758,,,
,17.806586,-81.895575,602.4096,8.2,-0.699,0.947,4873.701289,-4.298655,-84.817454,-596.393199,Aps,165.8059075,,,
,1.356661,-28.793935,602.4096,8.56,-0.339,0.95,4866.084384,494.976459,183.587727,-290.15716,Scl,119.0145339,,,
,10.091369,12.539308,602.4096,9.38,0.481,0.962,4835.866736,-516.144744,281.75562,130.788758,Leo,55.9242283,,,
,15.797291,3.543047,602.4096,7.69,-1.209,0.965,4828.374176,-327.826255,-504.025149,37.227965,Ser,265.2161706,,,
,21.463065,-38.868487,602.4096,8.6,-0.299,0.979,4793.730685,369.327574,-289.111527,-378.03306,Mic,114.709662,,,
,9.423349,-46.979069,602.4096,8.91,0.011,0.98,4791.276225,-320.984649,256.695442,-440.424376,Vel,86.21840811,,,
,9.667241,-42.034047,602.4096,8.4,-0.499,0.987,4774.169027,-366.558325,256.584748,-403.356652,Vel,137.9113469,,,
,2.234793,2.470576,602.4096,9.66,0.761,0.989,4769.304916,501.746913,332.374852,25.967658,Cet,43.21156545,,,
,15.538378,57.963056,602.4096,9.32,0.421,1.022,4690.530224,-191.977461,-255.463961,510.666374,Dra,59.10170366,,,
,7.642164,-87.906095,602.4096,9.59,0.691,1.031,4669.519944,-9.173896,20.007523,-602.007363,Oct,46.0892881,,,
,1.97358,-55.432119,602.4096,8.66,-0.239,1.036,4657.933048,297.17948,168.846678,-496.056934,Eri,108.5425449,,,
,5.404529,-21.121793,602.4096,9.19,0.291,1.041,4646.406583,87.248338,555.123084,-217.079283,Lep,66.61929002,,,
,10.242777,-55.293447,602.4096,7.73,-1.169,1.05,4625.809668,-307.336371,152.284844,-495.228238,Vel,255.6230427,,,
,19.159719,43.44104,602.4096,8.88,-0.019,1.059,4605.404147,130.769383,-417.393371,414.221521,Lyr,88.63392873,,,
,18.750176,42.643715,602.4096,8.6,-0.299,1.076,4567.372866,86.468499,-434.602311,408.094789,Lyr,114.709662,,,
,13.233215,-5.815044,602.4096,9.13,0.231,1.084,4549.703515,-568.345464,-190.146078,-61.034648,Vir,70.40443215,,,
,11.745819,-41.802689,602.4096,9.11,0.211,1.103,4508.309463,-448.069152,29.860679,-401.546636,Cen,71.71334827,,,
,7.389959,28.710106,602.4096,8.52,-0.379,1.144,4421.626718,-188.046475,493.753477,289.384439,Gem,123.4809608,,,
,12.310438,-24.131469,602.4096,9.1,0.201,1.154,4401.012669,-547.950237,-44.631487,-246.284174,Crv,72.37690371,,,
,1.547391,19.887943,602.4096,8.97,0.071,1.158,4392.823419,520.631058,223.25961,204.928705,Psc,81.58306174,,,
,21.116753,-35.057141,602.4096,9.06,0.161,1.16,4388.740774,359.182123,-337.869428,-346.01991,Mic,75.09309425,,,
,17.374278,-65.319426,602.4096,8.27,-0.629,1.169,4370.466974,-41.022057,-248.174034,-547.379361,Ara,155.4533194,,,
,15.679698,16.595103,602.4096,9.17,0.271,1.175,4358.372859,-329.520325,-474.037727,172.05207,Ser,67.8578351,,,
,4.721362,-0.407988,602.4096,10.18,1.281,1.191,4326.462366,197.904481,568.957592,-4.289565,Eri,26.76701856,,,
,11.121438,-8.600585,602.4096,8.94,0.041,1.202,4304.806492,-579.949229,135.795583,-90.087609,Crt,83.86871712,,,
,15.659996,75.272866,602.4096,8.36,-0.539,1.223,4264.087834,-88.057516,-125.293234,582.618919,UMi,143.0869413,,,
,14.464673,-36.45244,602.4096,8.75,-0.149,1.23,4250.693596,-387.129649,-291.406499,-357.924871,Cen,99.907939,,,
,13.283281,-30.01509,602.4096,9.62,0.721,1.242,4227.935836,-492.460589,-171.967381,-301.342188,Hya,44.83322704,,,
,9.561494,12.087308,602.4096,8.87,-0.029,1.246,4220.406484,-473.040163,351.023615,126.145756,Leo,89.45404838,,,
,6.311119,21.180622,602.4096,7.84,-1.059,1.25,4212.905144,-45.701538,559.852208,217.656152,Ori,230.993628,,,
,8.700032,24.356772,602.4096,9.04,0.141,1.26,4194.273289,-356.415492,417.301873,248.444099,Cnc,76.4891791,,,
,21.6039,6.13722,602.4096,7.72,-1.179,1.275,4166.646445,484.925566,-351.563221,64.403596,Peg,257.9882936,,,
,3.035215,-31.364125,602.4096,9.41,0.511,1.281,4155.701958,360.355381,367.061987,-313.53919,For,54.40013782,,9.472,9.362
,10.050995,71.362997,602.4096,8.2,-0.699,1.285,4148.438965,-167.991218,94.022049,570.820577,UMa,165.8059075,,,
,3.24037,-42.672955,602.4096,8.25,-0.649,1.297,4126.80832,292.871034,332.261862,-408.320878,Eri,158.3434124,,,
,15.696677,30.901573,602.4096,8.84,-0.059,1.326,4075.494327,-293.144738,-425.734366,309.37637,CrB,91.96021967,,,
,21.223639,38.402214,602.4096,7.77,-1.129,1.329,4070.261921,352.779505,-313.712596,374.203626,Cyg,246.3769077,,,
,20.212467,-10.839663,602.4096,7.84,-1.059,1.344,4044.308853,323.859547,-495.154237,-113.289903,Cap,230.993628,,,
,18.522829,-48.349407,602.4096,8.96,0.061,1.385,3975.100232,54.627945,-396.608665,-450.127405,Tel,82.33794052,,,
,0.854132,-34.083812,602.4096,8.36,-0.539,1.41,3934.098141,486.5051,110.638302,-337.593364,Scl,143.0869413,,,
,6.510179,-76.201229,602.4096,8.02,-0.879,1.416,3924.388408,-19.133923,142.402585,-585.023694,Men,195.7041341,,,
,8.772558,1.632231,602.4096,9.38,0.481,1.418,3921.162915,-399.701825,450.379114,17.15901,Hya,55.9242283,EY,9.624,9.234
,22.183799,-25.840634,602.4096,9.52,0.621,1.443,3881.305138,482.032806,-248.188761,-262.571969,PsA,49.15865592,,,
,18.896835,-19.797128,602.4096,6.98,-1.919,1.45,3870.29564,131.861448,-551.254399,-204.030567,Sgr,510.035024,,,
,5.264337,-63.34159,602.4096,7.84,-1.059,1.451,3868.728158,51.734337,265.285979,-538.371836,Dor,230.993628,,,
,14.449334,62.508509,602.4096,8.11,-0.789,1.457,3859.350947,-222.843904,-166.344339,534.385144,Dra,180.1357865,,,
,9.306924,-57.273055,602.4096,6.78,-2.119,1.469,3840.737695,-248.035185,211.06592,-506.781068,Car,613.1969697,,,
,2.087858,-28.558204,602.4096,7.34,-1.559,1.483,3819.256869,452.021769,275.026677,-287.982688,For,366.1002285,,,
,18.100865,41.398398,602.4096,7.99,-0.909,1.484,3817.732082,11.931278,-451.727706,398.367984,Her,201.1870395,,,
,0.539647,26.029427,602.4096,9.85,0.951,1.5,3793.506494,535.913249,76.221209,264.357036,And,36.27438015,TU,12.043,8.403
,2.381032,58.586506,602.4096,9.69,0.791,1.5,3793.506494,254.930169,183.290367,514.112925,Per,42.03393032,S,10.914,8.814
,5.435051,-86.388263,602.4096,10.04,1.141,1.5,3793.506494,5.592313,37.534479,-601.213532,Oct,30.45089067,R,11.516,7.516
,6.582728,-31.291457,602.4096,7.77,-1.129,1.517,3768.114459,-78.229531,508.801999,-312.886549,CMa,246.3769077,,,
,15.500042,70.386172,602.4096,8.4,-0.499,1.519,3765.150362,-123.099642,-160.430271,567.455666,UMi,137.9113469,TZ,8.475,8.275
,20.481222,-32.096599,602.4096,9.43,0.531,1.523,3759.236679,308.677088,-406.39711,-320.089316,Mic,53.40722341,,,
,13.046855,-0.794424,602.4096,8.72,-0.179,1.533,3744.536554,-579.870952,-163.025284,-8.352334,Vir,102.7069896,,,
,3.938018,-5.152976,602.4096,8.33,-0.569,1.534,3743.073106,308.378951,514.657497,-54.10554,Eri,147.0957077,,,
,18.934759,56.661605,602.4096,7.85,-1.049,1.54,3734.317309,80.213843,-321.209739,503.276634,Dra,228.8758657,,,
,22.409348,-17.593119,602.4096,7.79,-1.109,1.541,3732.862144,525.158071,-232.277058,-182.081561,Aqr,241.8800223,,,
,9.135458,-17.867426,602.4096,8.05,-0.849,1.549,3721.263079,-419.542596,390.793692,-184.828641,Hya,190.3706532,,,
,21.230549,-66.949005,602.4096,8.34,-0.559,1.557,3709.738609,176.544975,-156.423275,-554.311246,Pav,145.7471261,,,
,7.099657,33.742458,602.4096,7.47,-1.429,1.562,3702.573367,-142.228515,480.313692,334.614902,Gem,324.7880188,,,
,18.479575,-38.028371,602.4096,7.65,-1.249,1.58,3677.014629,59.421081,-470.786341,-371.11536,CrA,275.1693133,,,
,3.106917,-8.459407,602.4096,8.34,-0.559,1.616,3626.979511,409.376526,432.960435,-88.619677,Eri,145.7471261,,,
,9.769457,6.708556,602.4096,5.8,-3.099,1.639,3595.744892,-499.142494,329.851151,70.372916,Leo,1512.167849,,,
,13.733082,21.818062,602.4096,8.23,-0.669,1.65,3581.00279,-502.674109,-245.129563,223.891857,Boo,161.2872362,DK,8.731,7.981
,18.803722,-19.198906,602.4096,6.87,-2.029,1.661,3566.385376,118.824174,-556.35778,-198.101587,Sgr,564.4168882,,,
,9.27462,-54.704605,602.4096,7.96,-0.939,1.697,3519.398623,-263.164707,227.805389,-491.677097,Vel,206.8235556,,,
,16.514982,26.047808,602.4096,8.76,-0.139,1.7,3515.540832,-205.153755,-500.83209,264.530679,Her,98.99197751,,8.809,8.699
,19.874321,-59.167578,602.4096,8.58,-0.319,1.706,3507.851447,145.496513,-272.321033,-517.271056,Pav,116.8422738,V373,8.638,8.538
,0.322918,-53.844146,602.4096,7.78,-1.119,1.71,3502.744499,354.142552,30.010757,-486.394628,Phe,244.1181106,BN,7.846,7.726
,8.701239,-89.460534,602.4096,7.2,-1.699,1.712,3500.19679,-3.685304,4.311466,-602.382898,Oct,416.4856093,,,
,18.624169,3.220112,602.4096,7.58,-1.319,1.728,3479.952322,97.845726,-593.446285,33.838539,Ser,293.4945222,,,
,4.00059,1.401531,602.4096,8.25,-0.649,1.748,3454.984764,301.03412,521.592452,14.734267,Tau,158.3434124,,,
,6.897163,-71.596852,602.4096,8.79,-0.109,1.795,3397.743428,-44.259665,184.959594,-571.601572,Vol,96.2941713,VY,8.855,8.745
,20.007026,-37.730864,602.4096,9.43,0.531,1.823,3364.563843,238.979695,-412.172073,-368.64646,Sgr,53.40722341,,9.484,9.374
,19.136604,17.628122,602.4096,11.08,2.181,1.89,3287.820075,168.327076,-548.891394,182.432341,Sge,11.68422738,SV,12.349,10.549
,23.32327,62.739775,602.4096,6.66,-2.239,2.288,2897.046494,271.604039,-48.629262,535.503019,Cas,684.8571591,V809,6.734,6.604
,9.512122,65.539306,602.4096,11.53,2.631,,,-198.373262,151.221361,548.340656,UMa,7.719692476,,11.713,11.383
,16.848982,-70.232485,602.4096,11.48,2.581,,,-60.46859,-194.557326,-566.911212,Aps,8.083510374,,11.579,11.379
,8.684812,-48.92268,606.0606,5.9,-3.013,-0.186,13256.4661,-257.422573,303.84137,-456.862875,Vel,1397.011561,,,
